-1,921E+05;2,420E+02;7,173E+02;4,920E-02;4,299E+02;1,417E+01
;;;;;
;;;;;
-1,005E+00;1,870E-03;-5,565E-07;0;0;0
-9,774E+00;2,268E-02;-6,503E-06;0;0;0
-3,848E+01;-3,030E+04;0;0;0;0
6,765E+01;3,684E-02;3,639E+00;-6,000E-05;-3,330E-01;-9,490E-03
;;;;;
;;;;;
-5,289E+00;1,476E-02;-8,561E-06;1,413E-09;0;0
-9,863E+00;2,953E-02;-1,363E-05;0;0;0
5,505E+03;-1,456E+00;1,400E-03;-1,83357E-07;0;0
6,791E+01;-4,128E-02;6,479E-06;0;0;0
3,312E+01;-3,602E-02;1,542E-05;0;0;0
;;;;;
;;;;;
-4,578E+00;1,310E-02;-1,121E-05;3,847E-09;-4,66336E-13;0
-6,083E+00;2,427E-02;-1,143E-05;0;0;0
2,124E+03;3,073E+00;-4,848E-04;0;0;0
9,889E+01;-1,054E-01;3,408E-05;0;0;0
5,906E+01;-7,668E-02;3,136E-05;0;0;0
